X,Y,ESTACAO,TIPO_ESTAC,TEMA,UF,MUNICIPIO,GEOCODIGO,SITUACAO,VISITA,LATITUDE,LONGITUDE,FONTECOORD,DATUM_PLAN,CONEX_GPS,CONEX_RN,CONEX_EG,ALTGEOM,FONTALTGEO,MEDICAOPLA,DATCALCPLA,ALT_ORTO,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOT,DATUM_ALT,FONT_ALT,MEDICAOALT,CALCULOALT,GRAVIDADE,MEDICAOGRA,CALCULOGRA,NOTA,icon_url
-41.7782819569,-22.3925364739,3326N,R,RN,RJ,Macaé,"3302403",BOM,24/10/2018,-22.392536473900002,-41.778281956900003,GPS Geodésico,SIRGAS2000,"96348",,"8125574","1,489",GPS Geodésico,2018/10/20,2018/12/11,,"8,2351","0,076","80,604",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.759,82",24/10/2018,22/04/2019,,./0.png
-41.7782819569,-22.3925364739,"96348",G,GPS,RJ,Macaé,"3302403",BOM,24/10/2018,-22.392536473900002,-41.778281956900003,GPS Geodésico,SIRGAS2000,,3326N,"8125574","1,489",GPS Geodésico,2018/10/20,2018/12/11,,"8,2351","0,076","80,604",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.759,82",24/10/2018,22/04/2019,,./0.png
-41.7782819569,-22.3925364739,"8125574",E,EG,RJ,Macaé,"3302403",BOM,24/10/2018,-22.392536473900002,-41.778281956900003,GPS Geodésico,SIRGAS2000,"96348",3326N,,"1,489",GPS Geodésico,2018/10/20,2018/12/11,,"8,2351","0,076","80,604",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.759,82",24/10/2018,22/04/2019,,./0.png
-41.7858333333,-22.3966666667,3326P,R,RN,RJ,Macaé,"3302403",BOM,24/10/2018,-22.396666666700000,-41.785833333299998,GPS Navegação,SIRGAS2000,,,"8125573",,,2018/10/24,,,"6,4332","0,076","62,967",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.761,16",24/10/2018,22/04/2019,,./0.png
-41.7858333333,-22.3966666667,"8125573",E,EG,RJ,Macaé,"3302403",BOM,24/10/2018,-22.396666666700000,-41.785833333299998,GPS Navegação,SIRGAS2000,,3326P,,,,2018/10/24,,,"6,4332","0,076","62,967",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.761,16",24/10/2018,22/04/2019,,./0.png
-41.7936111111,-22.3661111111,3326D,R,RN,RJ,Macaé,"3302403",BOM,18/10/2018,-22.366111111100000,-41.793611111099999,GPS Navegação,SIRGAS2000,,,"8125518",,,2018/10/18,,,"2,6839","0,076","26,269",Imbituba,Nivelamento Geométrico,2017/08/23,2019/12/04,"978.757,31",18/10/2018,22/04/2019,,./0.png
-41.7936111111,-22.3661111111,"8125518",E,EG,RJ,Macaé,"3302403",BOM,18/10/2018,-22.366111111100000,-41.793611111099999,GPS Navegação,SIRGAS2000,,3326D,,,,2018/10/18,,,"2,6839","0,076","26,269",Imbituba,Nivelamento Geométrico,2017/08/23,2019/12/04,"978.757,31",18/10/2018,22/04/2019,,./0.png
-41.8005555556,-22.3619444444,3325A,R,RN,RJ,Macaé,"3302403",BOM,18/10/2018,-22.361944444399999,-41.800555555599999,GPS Navegação,SIRGAS2000,,,"8125520",,,2018/10/18,,,"2,8786","0,076","28,175",Imbituba,Nivelamento Geométrico,2017/08/22,2019/12/04,"978.755,72",18/10/2018,22/04/2019,,./0.png
-41.8005555556,-22.3619444444,"8125520",E,EG,RJ,Macaé,"3302403",BOM,18/10/2018,-22.361944444399999,-41.800555555599999,GPS Navegação,SIRGAS2000,,3325A,,,,2018/10/18,,,"2,8786","0,076","28,175",Imbituba,Nivelamento Geométrico,2017/08/22,2019/12/04,"978.755,72",18/10/2018,22/04/2019,,./0.png
-41.7786111111,-22.3405555556,3325D,R,RN,RJ,Macaé,"3302403",BOM,23/10/2018,-22.340555555600002,-41.778611111099998,GPS Navegação,SIRGAS2000,,,"8125554",,,2018/10/23,,,"2,0400","0,076","19,967",Imbituba,Nivelamento Geométrico,2017/08/25,2019/12/04,"978.756,74",23/10/2018,22/04/2019,,./0.png
-41.7786111111,-22.3405555556,"8125554",E,EG,RJ,Macaé,"3302403",BOM,23/10/2018,-22.340555555600002,-41.778611111099998,GPS Navegação,SIRGAS2000,,3325D,,,,2018/10/23,,,"2,0400","0,076","19,967",Imbituba,Nivelamento Geométrico,2017/08/25,2019/12/04,"978.756,74",23/10/2018,22/04/2019,,./0.png
-44.283525,-22.948875,"8124750",E,EG,RJ,Angra dos Reis,"3300100",NÃO CONSTRUÍDO,24/11/2017,-22.948875000000001,-44.283524999999997,GPS Topográfico,SIRGAS2000,,,,,,2017/11/24,,"99,81",,,,,GPS Topográfico,2017/11/24,2018/03/19,"978.743,17",24/11/2017,19/03/2018,,./0.png
-44.2010527778,-22.9635777778,"8124751",E,EG,RJ,Angra dos Reis,"3300100",NÃO CONSTRUÍDO,24/11/2017,-22.963577777800001,-44.201052777800001,GPS Topográfico,SIRGAS2000,,,,,,2017/11/24,,"191,10",,,,,GPS Topográfico,2017/11/24,2018/03/19,"978.727,21",24/11/2017,19/03/2018,,./0.png
-44.1495361111,-23.0336722222,"8124752",E,EG,RJ,Mangaratiba,"3302601",NÃO CONSTRUÍDO,24/11/2017,-23.033672222200000,-44.149536111099998,GPS Topográfico,SIRGAS2000,,,,,,2017/11/24,,"69,71",,,,,GPS Topográfico,2017/11/24,2018/03/19,"978.767,49",24/11/2017,19/03/2018,,./0.png
-44.1447027778,-22.9515222222,"8124753",E,EG,RJ,Mangaratiba,"3302601",NÃO CONSTRUÍDO,24/11/2017,-22.951522222200001,-44.144702777799999,GPS Topográfico,SIRGAS2000,,,,,,2017/11/24,,"95,19",,,,,GPS Topográfico,2017/11/24,2018/03/19,"978.749,73",24/11/2017,19/03/2018,,./0.png
-44.2282222222,-22.7800194444,"8124754",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,27/11/2017,-22.780019444400001,-44.228222222200003,GPS Topográfico,SIRGAS2000,,,,,,2017/11/27,,"643,40",,,,,GPS Topográfico,2017/11/27,2018/03/19,"978.617,13",27/11/2017,19/03/2018,,./0.png
-44.2296,-22.8034472222,"8124755",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,27/11/2017,-22.803447222199999,-44.229599999999998,GPS Topográfico,SIRGAS2000,,,,,,2017/11/27,,"988,14",,,,,GPS Topográfico,2017/11/27,2018/03/19,"978.557,95",27/11/2017,19/03/2018,,./0.png
-44.1796,-22.7637416667,"8124764",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,28/11/2017,-22.763741666700000,-44.179600000000001,GPS Topográfico,SIRGAS2000,,,,,,2017/11/28,,"538,41",,,,,GPS Topográfico,2017/11/28,2018/03/19,"978.642,89",28/11/2017,19/03/2018,,./0.png
-44.1934277778,-22.7170055556,"8124765",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,28/11/2017,-22.717005555600000,-44.193427777799997,GPS Topográfico,SIRGAS2000,,,,,,2017/11/28,,"1.145,28",,,,,GPS Topográfico,2017/11/28,2018/03/19,"978.510,70",28/11/2017,19/03/2018,,./0.png
-41.6952777778,-22.3036111111,3325M,R,RN,RJ,Macaé,"3302403",BOM,17/10/2018,-22.303611111100000,-41.695277777800001,GPS Navegação,SIRGAS2000,,,"8125507",,,2018/10/17,,,"6,5563","0,076","64,171",Imbituba,Nivelamento Geométrico,2017/08/25,2019/12/04,"978.756,32",17/10/2018,22/04/2019,,./0.png
-41.6952777778,-22.3036111111,"8125507",E,EG,RJ,Macaé,"3302403",BOM,17/10/2018,-22.303611111100000,-41.695277777800001,GPS Navegação,SIRGAS2000,,3325M,,,,2018/10/17,,,"6,5563","0,076","64,171",Imbituba,Nivelamento Geométrico,2017/08/25,2019/12/04,"978.756,32",17/10/2018,22/04/2019,,./0.png
-41.7216666667,-22.3216666667,3325R,R,RN,RJ,Macaé,"3302403",BOM,17/10/2018,-22.321666666700001,-41.721666666700003,GPS Navegação,SIRGAS2000,,,"8125504",,,2018/10/17,,,"4,8379","0,076","47,352",Imbituba,Nivelamento Geométrico,2017/08/26,2019/12/04,"978.758,42",17/10/2018,22/04/2019,,./0.png
-41.7216666667,-22.3216666667,"8125504",E,EG,RJ,Macaé,"3302403",BOM,17/10/2018,-22.321666666700001,-41.721666666700003,GPS Navegação,SIRGAS2000,,3325R,,,,2018/10/17,,,"4,8379","0,076","47,352",Imbituba,Nivelamento Geométrico,2017/08/26,2019/12/04,"978.758,42",17/10/2018,22/04/2019,,./0.png
-41.4829944444,-21.9027833333,"8123486",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.902783333300000,-41.482994444399999,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"20,34",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.732,36",08/05/2017,29/03/2019,,./0.png
-41.4574555556,-21.8756666667,"8123487",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.875666666699999,-41.457455555599999,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"20,10",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.728,68",08/05/2017,29/03/2019,,./0.png
-41.4668277778,-21.9372777778,"8123488",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.937277777799999,-41.466827777799999,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"18,79",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.737,11",08/05/2017,29/03/2019,,./0.png
-41.4346888889,-21.9277777778,"8123489",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.927777777799999,-41.434688888899998,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"19,93",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.736,43",08/05/2017,29/03/2019,,./0.png
-41.4091666667,-21.9441805556,"8123490",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.944180555599999,-41.409166666700003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"16,13",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.742,22",08/05/2017,29/03/2019,,./0.png
-41.4503083333,-21.9802083333,"8123491",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.980208333299998,-41.450308333300001,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"18,63",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.743,48",08/05/2017,29/03/2019,,./0.png
-41.4846833333,-21.9716305556,"8123492",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.971630555600001,-41.484683333299998,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"21,11",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.739,09",08/05/2017,29/03/2019,,./0.png
-41.5204444444,-21.9733416667,"8123540",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.973341666700001,-41.520444444399999,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"27,64",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.735,47",08/05/2017,29/03/2019,,./0.png
-41.5316305556,-21.9487611111,"8123541",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,08/05/2017,-21.948761111100001,-41.531630555600003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/08,,"40,00",,,,,GPS Topográfico,2017/05/08,2017/11/22,"978.730,48",08/05/2017,29/03/2019,,./0.png
-41.8637472222,-21.7178194444,"8123553",E,EG,RJ,São Fidélis,"3304805",NÃO CONSTRUÍDO,09/05/2017,-21.717819444400000,-41.863747222199997,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"102,30",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.686,69",09/05/2017,29/03/2019,,./0.png
-41.9341388889,-22.4855305556,"8123591",E,EG,RJ,Rio das Ostras,"3304524",NÃO CONSTRUÍDO,01/06/2017,-22.485530555600000,-41.934138888900002,GPS Topográfico,SIRGAS2000,,,,,,2017/06/01,,"17,36",,,,,GPS Topográfico,2017/06/01,2017/11/22,"978.760,12",01/06/2017,29/03/2019,,./0.png
-41.7689361111,-22.3853638889,3128R,R,RN,RJ,Macaé,"3302403",BOM,16/03/2015,-22.385363888899999,-41.768936111099997,GPS Navegação,SIRGAS2000,,,,,,2015/03/16,,,"3,3599","0,073","32,886",Imbituba,Nivelamento Geométrico,2014/04/15,2019/09/03,,,,,./0.png
-41.7983333333,-22.3997222222,3326G,R,RN,RJ,Macaé,"3302403",BOM,23/10/2018,-22.399722222200001,-41.798333333300000,GPS Navegação,SIRGAS2000,,,"8125551",,,2018/10/23,,,"1,6075","0,076","15,734",Imbituba,Nivelamento Geométrico,2017/08/19,2019/12/04,"978.762,03",23/10/2018,22/04/2019,,./0.png
-41.7983333333,-22.3997222222,"8125551",E,EG,RJ,Macaé,"3302403",BOM,23/10/2018,-22.399722222200001,-41.798333333300000,GPS Navegação,SIRGAS2000,,3326G,,,,2018/10/23,,,"1,6075","0,076","15,734",Imbituba,Nivelamento Geométrico,2017/08/19,2019/12/04,"978.762,03",23/10/2018,22/04/2019,,./0.png
-41.8019444444,-22.3794444444,3326J,R,RN,RJ,Macaé,"3302403",BOM,21/08/2017,-22.379444444400001,-41.801944444400000,GPS Navegação,SIRGAS2000,,,,,,2017/08/21,,,"2,0602","0,076","20,165",Imbituba,Nivelamento Geométrico,2017/08/21,2019/12/04,,,,,./0.png
-41.7702777778,-22.3772222222,3326M,R,RN,RJ,Macaé,"3302403",BOM,24/10/2018,-22.377222222200000,-41.770277777799997,GPS Navegação,SIRGAS2000,,,"8125575",,,2018/10/24,,,"2,2637","0,076","22,157",Imbituba,Nivelamento Geométrico,2017/08/29,2019/12/04,"978.759,45",24/10/2018,22/04/2019,,./0.png
-41.7702777778,-22.3772222222,"8125575",E,EG,RJ,Macaé,"3302403",BOM,24/10/2018,-22.377222222200000,-41.770277777799997,GPS Navegação,SIRGAS2000,,3326M,,,,2018/10/24,,,"2,2637","0,076","22,157",Imbituba,Nivelamento Geométrico,2017/08/29,2019/12/04,"978.759,45",24/10/2018,22/04/2019,,./0.png
-41.7961111111,-22.4044444444,3327D,R,RN,RJ,Macaé,"3302403",BOM,24/10/2018,-22.404444444399999,-41.796111111099997,GPS Navegação,SIRGAS2000,,,"8125572",,,2018/10/24,,,"4,8847","0,076","47,811",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.761,92",24/10/2018,22/04/2019,,./0.png
-41.7961111111,-22.4044444444,"8125572",E,EG,RJ,Macaé,"3302403",BOM,24/10/2018,-22.404444444399999,-41.796111111099997,GPS Navegação,SIRGAS2000,,3327D,,,,2018/10/24,,,"4,8847","0,076","47,811",Imbituba,Nivelamento Geométrico,2017/08/18,2019/12/04,"978.761,92",24/10/2018,22/04/2019,,./0.png
-41.7847222222,-22.3694444444,3326C,R,RN,RJ,Macaé,"3302403",BOM,18/10/2018,-22.369444444399999,-41.784722222200003,GPS Navegação,SIRGAS2000,,,"8125517",,,2018/10/18,,,"2,4803","0,076","24,277",Imbituba,Nivelamento Geométrico,2017/08/23,2019/12/04,"978.757,89",18/10/2018,22/04/2019,,./0.png
-41.7847222222,-22.3694444444,"8125517",E,EG,RJ,Macaé,"3302403",BOM,18/10/2018,-22.369444444399999,-41.784722222200003,GPS Navegação,SIRGAS2000,,3326C,,,,2018/10/18,,,"2,4803","0,076","24,277",Imbituba,Nivelamento Geométrico,2017/08/23,2019/12/04,"978.757,89",18/10/2018,22/04/2019,,./0.png
-41.7966666667,-22.3636111111,3326E,R,RN,RJ,Macaé,"3302403",BOM,18/10/2018,-22.363611111099999,-41.796666666699998,GPS Navegação,SIRGAS2000,,,"8125519",,,2018/10/18,,,"2,4184","0,076","23,671",Imbituba,Nivelamento Geométrico,2017/08/22,2019/12/04,"978.755,96",18/10/2018,22/04/2019,,./0.png
-41.7966666667,-22.3636111111,"8125519",E,EG,RJ,Macaé,"3302403",BOM,18/10/2018,-22.363611111099999,-41.796666666699998,GPS Navegação,SIRGAS2000,,3326E,,,,2018/10/18,,,"2,4184","0,076","23,671",Imbituba,Nivelamento Geométrico,2017/08/22,2019/12/04,"978.755,96",18/10/2018,22/04/2019,,./0.png
-41.7944444444,-22.3430555556,3325C,R,RN,RJ,Macaé,"3302403",BOM,23/10/2018,-22.343055555599999,-41.794444444400000,GPS Navegação,SIRGAS2000,,,"8125553",,,2018/10/23,,,"3,0877","0,076","30,222",Imbituba,Nivelamento Geométrico,2017/08/24,2019/12/04,"978.756,16",23/10/2018,22/04/2019,,./0.png
-44.2275444444,-22.7342222222,"8124766",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,28/11/2017,-22.734222222200000,-44.227544444400003,GPS Topográfico,SIRGAS2000,,,,,,2017/11/28,,"1.192,45",,,,,GPS Topográfico,2017/11/28,2018/03/19,"978.503,30",28/11/2017,19/03/2018,,./0.png
-44.10545,-22.7444361111,"8124772",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,29/11/2017,-22.744436111100001,-44.105449999999998,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"515,49",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.652,40",29/11/2017,19/03/2018,,./0.png
-44.0947583333,-22.7687361111,"8124773",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,29/11/2017,-22.768736111100001,-44.094758333300000,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"535,98",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.653,11",29/11/2017,19/03/2018,,./0.png
-44.0276333333,-22.7715027778,"8124774",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,29/11/2017,-22.771502777799999,-44.027633333300003,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"470,84",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.669,80",29/11/2017,19/03/2018,,./0.png
-44.0270722222,-22.7281666667,"8124775",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,29/11/2017,-22.728166666700002,-44.027072222199997,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"461,00",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.664,57",29/11/2017,19/03/2018,,./0.png
-44.0577277778,-22.7341555556,"8124776",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,29/11/2017,-22.734155555600001,-44.057727777799997,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"488,51",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.659,19",29/11/2017,19/03/2018,,./0.png
-43.9695611111,-22.720475,"8124777",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,29/11/2017,-22.720475000000000,-43.969561111099999,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"562,31",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.646,92",29/11/2017,19/03/2018,,./0.png
-43.85815,-22.7263555556,"8124778",E,EG,RJ,Piraí,"3304003",NÃO CONSTRUÍDO,29/11/2017,-22.726355555600001,-43.858150000000002,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"70,70",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.747,90",29/11/2017,19/03/2018,,./0.png
-43.8067277778,-22.7369055556,"8124779",E,EG,RJ,Itaguaí,"3302007",NÃO CONSTRUÍDO,29/11/2017,-22.736905555600000,-43.806727777799999,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"75,01",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.747,51",29/11/2017,19/03/2018,,./0.png
-43.7693611111,-22.7318583333,"8124780",E,EG,RJ,Itaguaí,"3302007",NÃO CONSTRUÍDO,29/11/2017,-22.731858333300000,-43.769361111099997,GPS Topográfico,SIRGAS2000,,,,,,2017/11/29,,"199,31",,,,,GPS Topográfico,2017/11/29,2018/03/19,"978.722,56",29/11/2017,19/03/2018,,./0.png
-44.1104944444,-22.7193,"8124781",E,EG,RJ,Rio Claro,"3304409",NÃO CONSTRUÍDO,30/11/2017,-22.719300000000000,-44.110494444399997,GPS Topográfico,SIRGAS2000,,,,,,2017/11/30,,"479,11",,,,,GPS Topográfico,2017/11/30,2018/03/19,"978.656,49",30/11/2017,19/03/2018,,./0.png
-42.0770111111,-21.6510972222,"8123554",E,EG,RJ,Aperibé,"3300159",NÃO CONSTRUÍDO,09/05/2017,-21.651097222200001,-42.077011111099999,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"74,42",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.682,47",09/05/2017,29/03/2019,,./0.png
-42.1056388889,-21.6856833333,"8123555",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.685683333299998,-42.105638888900003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"78,50",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.682,90",09/05/2017,29/03/2019,,./0.png
-42.1272388889,-21.70605,"8123556",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.706050000000001,-42.127238888900003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"79,67",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.682,70",09/05/2017,29/03/2019,,./0.png
-42.1466444444,-21.7369611111,"8123557",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.736961111100001,-42.146644444400003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"99,40",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.682,38",09/05/2017,29/03/2019,,./0.png
-42.1377527778,-21.7618,"8123558",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.761800000000001,-42.137752777800003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"114,56",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.682,52",09/05/2017,29/03/2019,,./0.png
-42.1039805556,-21.7674222222,"8123559",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.767422222200000,-42.103980555600003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"147,04",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.674,60",09/05/2017,29/03/2019,,./0.png
-42.1006777778,-21.7398583333,"8123560",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.739858333299999,-42.100677777800001,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"105,16",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.681,18",09/05/2017,29/03/2019,,./0.png
-42.0678527778,-21.7265944444,"8123561",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.726594444400000,-42.067852777799999,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"108,08",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.680,15",09/05/2017,29/03/2019,,./0.png
-42.0508472222,-21.7626888889,"8123562",E,EG,RJ,Itaocara,"3302106",NÃO CONSTRUÍDO,09/05/2017,-21.762688888900001,-42.050847222199998,GPS Topográfico,SIRGAS2000,,,,,,2017/05/09,,"104,61",,,,,GPS Topográfico,2017/05/09,2017/11/22,"978.684,91",09/05/2017,29/03/2019,,./0.png
-41.2613222222,-22.0362277778,"8123542",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,10/05/2017,-22.036227777800001,-41.261322222200000,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"18,47",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.746,02",10/05/2017,29/03/2019,,./0.png
-41.265275,-22.0670805556,"8123543",E,EG,RJ,Campos dos Goytacazes,"3301009",NÃO CONSTRUÍDO,10/05/2017,-22.067080555600000,-41.265275000000003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"17,62",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.746,98",10/05/2017,29/03/2019,,./0.png
-41.3050833333,-22.0569,"8123544",E,EG,RJ,Quissamã,"3304151",NÃO CONSTRUÍDO,10/05/2017,-22.056899999999999,-41.305083333299997,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"18,98",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.744,13",10/05/2017,29/03/2019,,./0.png
-41.2966055556,-22.0927333333,"8123545",E,EG,RJ,Quissamã,"3304151",NÃO CONSTRUÍDO,10/05/2017,-22.092733333300000,-41.296605555600003,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"19,60",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.746,50",10/05/2017,29/03/2019,,./0.png
-41.2745222222,-22.1003888889,"8123546",E,EG,RJ,Quissamã,"3304151",NÃO CONSTRUÍDO,10/05/2017,-22.100388888900000,-41.274522222199998,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"17,54",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.748,81",10/05/2017,29/03/2019,,./0.png
-41.2574444444,-22.1365555556,"8123548",E,EG,RJ,Quissamã,"3304151",NÃO CONSTRUÍDO,10/05/2017,-22.136555555600001,-41.257444444400001,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"19,87",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.752,52",10/05/2017,29/03/2019,,./0.png
-41.2234722222,-22.1391138889,"8123549",E,EG,RJ,Quissamã,"3304151",NÃO CONSTRUÍDO,10/05/2017,-22.139113888899999,-41.223472222200002,GPS Topográfico,SIRGAS2000,,,,,,2017/05/10,,"21,47",,,,,GPS Topográfico,2017/05/10,2017/11/22,"978.749,76",10/05/2017,29/03/2019,,./0.png
-41.7944444444,-22.3430555556,"8125553",E,EG,RJ,Macaé,"3302403",BOM,23/10/2018,-22.343055555599999,-41.794444444400000,GPS Navegação,SIRGAS2000,,3325C,,,,2018/10/23,,,"3,0877","0,076","30,222",Imbituba,Nivelamento Geométrico,2017/08/24,2019/12/04,"978.756,16",23/10/2018,22/04/2019,,./0.png
-41.7713888889,-22.3263888889,3325E,R,RN,RJ,Macaé,"3302403",BOM,23/10/2018,-22.326388888899999,-41.771388888899999,GPS Navegação,SIRGAS2000,,,"8125555",,,2018/10/23,,,"3,0753","0,076","30,100",Imbituba,Nivelamento Geométrico,2017/08/25,2019/12/04,"978.756,43",23/10/2018,22/04/2019,,./0.png
-41.7713888889,-22.3263888889,"8125555",E,EG,RJ,Macaé,"3302403",BOM,23/10/2018,-22.326388888899999,-41.771388888899999,GPS Navegação,SIRGAS2000,,3325E,,,,2018/10/23,,,"3,0753","0,076","30,100",Imbituba,Nivelamento Geométrico,2017/08/25,2019/12/04,"978.756,43",23/10/2018,22/04/2019,,./0.png
-41.7336111111,-22.3338888889,3325T,R,RN,RJ,Macaé,"3302403",BOM,17/10/2018,-22.333888888899999,-41.733611111099997,GPS Navegação,SIRGAS2000,,,"8125502",,,2018/10/17,,,"4,4598","0,076","43,652",Imbituba,Nivelamento Geométrico,2017/08/29,2019/12/04,"978.758,31",17/10/2018,22/04/2019,,./0.png
